scorer,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel
individuals,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3
bodyparts,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
73,0.43617542342502613,1.0,0.9002544084868621,1.0,1.6253848774982569,1.0,,,1.2523082687581357,1.0,1.5792909801553419,1.0,1.1806477035932192,1.0,1.5660386329844864,1.0,1.8773412050024203,1.0,1.5932573552317275,1.0,1.409166065444368,1.0,3.3136813365198496,1.0,1.8405730086035552,1.0,1.2847338245721884,1.0,3.7086813020263865,1.0,0.5256960776035872,1.0,0.5926381695436458,1.0,0.13572398461582913,1.0,0.3596067296366853,1.0,1.987869462515101,1.0,2.182673589889308,1.0,1.0161584522110592,1.0,0.728395496965771,1.0,2.1630136384220906,1.0,1.286316446291488,1.0,2.4580628551767933,1.0,4.0719648819703815,1.0,1.9417198562099596,1.0,0.7663895876119659,1.0,1.3868208247643008,1.0,0.9036951919757142,1.0,1.917302271422006,1.0,1.5003362956350956,1.0,0.9743972495855936,1.0,0.17906702655707707,1.0,0.3859028375122585,1.0
74,1.4392001250695057,1.0,2.382994024654569,1.0,0.9570005224658794,1.0,,,2.5106710258415084,1.0,0.9481165540164377,1.0,0.6237050585012556,1.0,1.5947742786990098,1.0,1.014853077710758,1.0,0.7201743598212589,1.0,1.2092266123435833,1.0,2.796369968369706,1.0,1.5888715815777463,1.0,0.29846440323763074,1.0,2.510927318741002,1.0,0.562838107016082,1.0,1.408420746794086,1.0,1.6785946502953213,1.0,1.246676381423833,1.0,1.4510279115165439,1.0,2.457005087499814,1.0,6.020608276950756,1.0,0.42023326855451704,1.0,2.115034278682055,1.0,1.040232666281944,1.0,2.042164048258595,1.0,3.226284705353834,1.0,1.9754748796175616,1.0,0.5448265779126247,1.0,1.1121124043908504,1.0,1.0588984842750604,1.0,2.087048154691241,1.0,1.5240291991953785,1.0,0.6438485846843316,1.0,0.5704778698600004,1.0,0.3270061161507516,1.0
75,3.478720598150991,1.0,9.360982106595443,1.0,1.6377331895031233,1.0,,,2.6991496809180227,1.0,1.0438797823504384,1.0,1.2445083366534693,1.0,1.3770798814883691,1.0,1.8636976686147266,1.0,4.013237844787049,1.0,1.0615766576182712,1.0,1.846424111627657,1.0,2.5326441097303003,1.0,0.45107981555371457,1.0,2.632311721662142,1.0,8.26592806712362,1.0,1.5476256007187232,1.0,2.132540503718523,1.0,2.0525228378754092,1.0,1.151644476390176,1.0,2.1725526460825084,1.0,1.1407317826728591,1.0,0.6810873659083448,1.0,2.212261286557287,1.0,1.1938362534284217,1.0,2.0008470706178687,1.0,3.182219508456297,1.0,2.119553018916936,1.0,0.9484650757935095,1.0,0.9693012947479291,1.0,1.436000000000007,1.0,2.340041879967135,1.0,1.2896030396986335,1.0,0.3551746049480511,1.0,1.0121309203853108,1.0,0.34698270850291685,1.0
76,2.0589970859619924,1.0,0.24211773995309424,1.0,1.8606273402518647,1.0,,,0.6213614085216715,1.0,0.23500212764995632,1.0,1.2107287061930732,1.0,1.7275207668794967,1.0,1.8366341497424161,1.0,2.158567117325745,1.0,0.6514176847461245,1.0,1.3722426899058509,1.0,0.743159175090871,1.0,0.3777525645181022,1.0,3.063057622703164,1.0,5.981097922894269,1.0,1.9018025659883875,1.0,0.7372007867603104,1.0,2.203988430096694,1.0,1.8581580533201594,1.0,2.168051890522925,1.0,2.1655357304834024,1.0,2.0545797623845394,1.0,2.132788784666667,1.0,2.413114377728517,1.0,1.6377988276952635,1.0,2.0111727921787286,1.0,2.4026718460913403,1.0,1.4408677940740733,1.0,1.5824891784780164,1.0,0.9959482918304434,1.0,2.026664747806118,1.0,1.5732148613586925,1.0,0.5309284320885564,1.0,0.7708728818683551,1.0,0.6200008064510848,1.0
77,2.3155787613467096,1.0,0.7760492665259585,1.0,2.704400118325653,1.0,,,3.0131023879051893,1.0,1.3654545030867637,1.0,0.954338514364794,1.0,1.8783620524276066,1.0,1.937520322474031,1.0,2.1684907193714316,1.0,0.5511306560154134,1.0,1.2216157333630016,1.0,0.4082707435024362,1.0,0.579037995299114,1.0,0.7908710387920527,1.0,0.06313058836033547,1.0,0.9142778571090932,1.0,1.9619505600294271,1.0,1.047509117263047,1.0,0.5925242611067029,1.0,2.2499977777767044,1.0,1.095713922518114,1.0,1.4287774494301044,1.0,2.157267948123256,1.0,2.14494988286438,1.0,0.7768616350419092,1.0,2.4357423919618317,1.0,2.4350051334648155,1.0,1.320171201019028,1.0,0.9498868353651472,1.0,1.6304027109889032,1.0,2.1213057299691616,1.0,1.4306407655312865,1.0,0.6230922885095009,1.0,1.0180176815753201,1.0,0.759907889154988,1.0
78,2.464266219384601,1.0,2.085321365391065,1.0,2.103306206903794,1.0,,,2.8040941496318994,1.0,1.0111073137901676,1.0,0.9811692004949873,1.0,1.9252732273628415,1.0,1.8226908679202676,1.0,1.521474613656098,1.0,0.19642046736529564,1.0,0.6461331132204988,1.0,0.1982044399099437,1.0,1.1137558080657062,1.0,0.7593451125805797,1.0,7.116809523370968,1.0,0.9162063086445108,1.0,1.8676198756706186,1.0,0.9264978619850326,1.0,0.44468078438358666,1.0,2.25503725024661,1.0,1.0542717865902231,1.0,1.512993390600241,1.0,2.161626239663085,1.0,3.7387978014329715,1.0,1.1494455185001318,1.0,3.2347775812256607,1.0,1.6060899725731423,1.0,1.778498805172515,1.0,1.0076556951657705,1.0,1.4012009135024024,1.0,1.950164352048344,1.0,1.4540746198184122,1.0,0.5066853066746773,1.0,1.3307264933110885,1.0,0.7410546538548818,1.0
79,0.4312261587612687,1.0,1.226845387683946,1.0,3.00992902999702,1.0,,,1.8264963728406352,1.0,0.86619281918058,1.0,0.9860856960731048,1.0,1.4968917796554007,1.0,1.9657408272709367,1.0,2.7977137094420703,1.0,0.20554804791093745,1.0,0.48799999999999394,1.0,1.051766133700814,1.0,1.735824011816866,1.0,0.8495887240306619,1.0,6.002956857099487,1.0,1.8894327190985007,1.0,0.9533168413491796,1.0,0.6788258982095696,1.0,0.2853786957710723,1.0,2.2863324342710882,1.0,1.2967166228594387,1.0,1.2519584657647755,1.0,2.220229267440628,1.0,3.433174915439045,1.0,0.9330058949438468,1.0,2.389869034068599,1.0,1.5940696346145125,1.0,2.444579309410924,1.0,0.6209186742239361,1.0,1.4522606515360879,1.0,1.8187042090456036,1.0,1.5488479589682271,1.0,0.39571328003995865,1.0,1.5053537790167506,1.0,0.7162471640432708,1.0
80,1.8806647760831765,1.0,1.0740228116758221,1.0,3.0711289455182302,1.0,,,1.473787637348061,1.0,0.2774617090699196,1.0,0.8311076945859864,1.0,1.6123926320843454,1.0,1.5379678150078508,1.0,1.470897005231823,1.0,0.33967631651324875,1.0,0.6304411154104635,1.0,1.5396262533484677,1.0,1.9467216031061305,1.0,1.8296789335837298,1.0,2.026378139840336,1.0,1.3769255608056694,1.0,1.0513786187668166,1.0,2.140894439247318,1.0,0.8821757194573041,1.0,1.0419990403066477,1.0,1.0934628480200765,1.0,0.9589207475073207,1.0,2.2577710247055776,1.0,2.1135846327980192,1.0,0.7344725998973709,1.0,1.5846999716034542,1.0,1.7655735611976175,1.0,3.3893611492433124,1.0,0.9884391736470153,1.0,1.7238517917733112,1.0,1.8348722026342668,1.0,1.3888945244330322,1.0,0.667679563862821,1.0,1.3415908467189086,1.0,0.8583938489993866,1.0
81,1.7613281920187067,1.0,0.2353720459187888,1.0,3.1145429841310612,1.0,,,1.7940248047337761,1.0,0.7093891738672117,1.0,0.7212544627244977,1.0,1.720305205479578,1.0,1.496706049964407,1.0,0.6960703987384995,1.0,0.16541463054999828,1.0,1.148212959341582,1.0,2.503973841716412,1.0,1.6808405635276555,1.0,2.9799780200531982,1.0,1.6768167921778634,1.0,1.522644081852345,1.0,0.2746142749385034,1.0,1.938482911970036,1.0,1.192496960163845,1.0,0.9695736176278688,1.0,0.8614156952365838,1.0,0.432852168759767,1.0,2.2633713791598353,1.0,2.5797433980921745,1.0,0.7399574312080242,1.0,0.8270870570865022,1.0,1.0642635951680475,1.0,3.9733436800760273,1.0,1.7113252174849805,1.0,2.0126399407541937,1.0,1.2427533946845217,1.0,1.6234410984079541,1.0,0.7766929895396278,1.0,1.5526831614981929,1.0,0.9306825452322709,1.0
82,1.9001226276216898,1.0,9.738032904261843,1.0,2.491028903886912,1.0,,,1.4019218951139694,1.0,0.33713053851589025,1.0,0.7135895178602448,1.0,1.6617785652727206,1.0,0.42472108494871247,1.0,0.6603544502765163,1.0,0.3829908615097699,1.0,1.0049845769960661,1.0,2.406405826123276,1.0,1.826934591056837,1.0,2.985164149590417,1.0,7.176931406987208,1.0,1.4213926269683568,1.0,0.11401754250994671,1.0,1.814839111326375,1.0,1.2625739582297932,1.0,0.84360713605323,1.0,4.487930622066225,1.0,0.3923901120059173,1.0,2.302602223572285,1.0,2.7984499280851924,1.0,0.9897701753437502,1.0,1.943015439979812,1.0,0.4502899066157439,1.0,0.6906011873722422,1.0,2.0380353284474646,1.0,1.194566967037299,1.0,0.6746265633666992,1.0,2.086529415081385,1.0,0.4359002179398435,1.0,2.1186630218135303,1.0,1.0413164744687282,1.0
83,2.1730025310615413,1.0,0.35538429903417257,1.0,3.216037935099632,1.0,,,1.3592887846223058,1.0,0.19853966858038083,1.0,0.8055886046860462,1.0,1.6120111662143872,1.0,0.9487217716485887,1.0,0.5257803723989241,1.0,0.545690388407211,1.0,1.8793448326477982,1.0,2.605518950228524,1.0,0.612765860667835,1.0,3.048666921787295,1.0,3.8103316048849867,1.0,1.6647597424253047,1.0,0.41584251826864144,1.0,1.8580920321662746,1.0,1.1387264816451805,1.0,0.7676066701116885,1.0,6.601395035946362,1.0,0.4908441707915206,1.0,2.2812332191163573,1.0,2.803637637070812,1.0,1.3211207363447146,1.0,2.3568156482847726,1.0,1.62020399950132,1.0,0.5573445971748512,1.0,1.9918496429198542,1.0,0.9121966843411483,1.0,1.0428868586764357,1.0,2.14807099510237,1.0,0.5159815888188259,1.0,2.504273347699878,1.0,0.9464248517447047,1.0
84,2.550372717859112,1.0,1.1770344090127454,1.0,3.246943947776145,1.0,,,2.1314541984288287,1.0,0.8961841328655816,1.0,1.062809954789676,1.0,1.458595557377006,1.0,1.3211305764382457,1.0,0.6497053178172578,1.0,0.5465912549611752,1.0,1.8037034124267652,1.0,1.5474010469170694,1.0,0.6269944178379683,1.0,2.7349036546101115,1.0,0.8787005608726768,1.0,0.9876785914456349,1.0,0.26815853519886634,1.0,1.3739697958834378,1.0,1.499696635990091,1.0,0.5586429987030819,1.0,2.459356216573792,1.0,0.3528172331391966,1.0,2.146767803000574,1.0,1.871470544785579,1.0,1.7758831605711032,1.0,1.3246512748644363,1.0,1.8132248935703075,1.0,2.893120127592188,1.0,1.3930990632399307,1.0,1.4622980714891018,1.0,0.4473432686427914,1.0,1.0958143090870738,1.0,0.7405187371025829,1.0,2.1726670246496735,1.0,1.174708900111005,1.0
85,3.450794835976201,1.0,1.091433002982781,1.0,3.274660593099715,1.0,,,1.7750000000000032,1.0,0.5300283011311806,1.0,1.3261738196782895,1.0,1.2706297651164684,1.0,0.9911634577606622,1.0,1.8760098613813372,1.0,0.7485779852493694,1.0,1.0723530202316702,1.0,1.1757912229643581,1.0,0.530377224247005,1.0,2.830909571144927,1.0,1.6936308199373042,1.0,0.7287701969756873,1.0,0.5091267032871134,1.0,1.23217206590636,1.0,1.6554503918873589,1.0,0.3674139355005787,1.0,4.889289872613074,1.0,0.2465948093533263,1.0,2.214788928995255,1.0,1.8094289466414941,1.0,1.655858991581112,1.0,1.7812021221635623,1.0,0.8936202512215023,1.0,2.2610459968784316,1.0,2.1637583044323874,1.0,2.23289275819136,1.0,0.591882589708469,1.0,1.049000476644293,1.0,1.5290474158769638,1.0,1.817974697293664,1.0,1.6172230072074636,1.0
86,3.621394206655805,1.0,0.6791060300129891,1.0,3.4480662696648037,1.0,3.2018628281379833,1.0,2.445185064570778,1.0,0.4280525668653281,1.0,1.1483888714194455,1.0,1.195746628680167,1.0,0.8224317600871459,1.0,2.288568548241447,1.0,0.901098218841883,1.0,0.16807438829280966,1.0,1.3146383533124253,1.0,0.29033773437153165,1.0,0.877679326405724,1.0,,,0.5195709768645682,1.0,0.8771778610977539,1.0,1.0615658246194715,1.0,1.261608893437257,1.0,0.296508010009827,1.0,2.4812717051077975,1.0,0.04210700654288353,1.0,2.1966410721826946,1.0,2.105536748670033,1.0,0.7241892017974242,1.0,2.678813170043776,1.0,0.377540726279966,1.0,2.2468132988746383,1.0,1.2604840340123409,1.0,2.048896870468181,1.0,0.44737121051761475,1.0,0.9424436322666608,1.0,1.5716189105505287,1.0,1.80274013656988,1.0,1.5683905763552417,1.0
87,2.3070847405329586,1.0,0.3625961941333952,1.0,3.587080289037289,1.0,,,1.3930068197966576,1.0,0.3361681127055563,1.0,1.0583746973543973,1.0,1.1398162132554543,1.0,0.6956155547426766,1.0,2.1585666540554076,1.0,0.9990620601344139,1.0,0.3738034242753973,1.0,0.17645962711055443,1.0,1.7382960047126592,1.0,1.1294759846937936,1.0,8.095988549234374,1.0,1.1020970919116058,1.0,1.4040064102417862,1.0,1.5964009521420397,1.0,1.6073894985348223,1.0,0.14988328792770753,1.0,3.3906143242530367,1.0,0.10097524449093466,1.0,2.2432521035318347,1.0,2.6346166704095406,1.0,1.589061672811976,1.0,3.501749419932841,1.0,0.613151929730949,1.0,2.925269218379733,1.0,0.9353464598746264,1.0,1.6857560798988869,1.0,0.44932171102676277,1.0,0.4166353321551023,1.0,1.755958997243393,1.0,2.291641551377544,1.0,3.0031154484061666,1.0
88,1.4293446050550709,1.0,3.5914588957692324,1.0,4.901093143371194,1.0,0.4876406958728616,1.0,0.977061410557207,1.0,0.6365359377128501,1.0,1.1358736725534047,1.0,1.8408316055522467,1.0,0.5329024300938977,1.0,2.202882656883923,1.0,0.7371329595127503,1.0,0.8516718851764472,1.0,3.6030700798069506,1.0,1.0640906916236181,1.0,2.06946611472622,1.0,3.3143034711177437,1.0,0.7599394712738508,1.0,2.294678513688667,1.0,1.547235599383592,1.0,1.478715658941916,1.0,0.8724058688476918,1.0,4.656436349560228,1.0,1.4830593379902501,1.0,2.4032155542106652,1.0,2.8646683926765264,1.0,2.803788330099097,1.0,0.5645617769562388,1.0,0.8822612991625669,1.0,1.88637032419408,1.0,1.119658876622694,0.9900000095367432,1.5091038987909204,1.0,0.8733756351078413,1.0,2.4924225163483156,1.0,2.2085420530295576,1.0,3.219540961068812,1.0,1.5334956798113393,1.0
89,0.6839217791531329,1.0,5.0987905428640365,1.0,1.9942830792041533,1.0,0.9867057836563529,1.0,0.2828161947272715,1.0,1.2039334247957207,1.0,1.6096648719531486,1.0,2.1738778714545703,1.0,0.22043819995635122,1.0,1.8830958552341255,1.0,0.8351293313014138,1.0,0.9240806241881581,1.0,6.219604569424002,1.0,1.8543403139661234,1.0,1.481745592198578,1.0,1.617150693834087,1.0,4.125489183115144,1.0,1.6092060154001284,1.0,,,2.18136150144813,1.0,1.488967763250735,1.0,1.6319120687095863,1.0,1.6735342840826455,1.0,2.2262895139671266,1.0,2.9623115973847107,1.0,3.1188539561832553,1.0,0.38128335919628137,1.0,1.014688622189082,1.0,1.6518886160997643,1.0,4.3976994064258905,0.9729999899864197,3.3527485686125176,1.0,1.163292740457038,1.0,1.1324398438769552,1.0,2.7317746978841333,1.0,1.9614654300276646,1.0,1.636367929287292,1.0
90,1.7809505888709873,1.0,1.949621758187989,1.0,0.9497810273952919,1.0,2.75646207469077,1.0,1.1550432892320392,1.0,2.274985714240841,1.0,0.6964553108419848,1.0,2.107880689223218,1.0,0.7857595051922507,1.0,1.457207260481503,1.0,0.8751257052561031,1.0,0.8642314504806908,1.0,0.1928548677114376,1.0,2.2741110351080103,1.0,1.9909495222129767,1.0,3.1144335459804893,1.0,1.9418849090510013,1.0,2.143909046578244,1.0,3.8405731343121072,1.0,1.419873585922393,1.0,1.069104297999041,1.0,2.8510427916816856,1.0,1.2977260882019683,1.0,2.191526408693275,1.0,2.8055938765259683,1.0,2.9725275440271433,1.0,0.12485191228011361,1.0,1.6698293325966,1.0,1.1302433366315485,1.0,1.7102631376487145,0.9580000042915344,1.603805267762853,1.0,1.7681911661356,1.0,1.2538919411177498,1.0,2.6527698731703095,1.0,3.435614937678543,1.0,1.5998115514022122,1.0
91,3.7424105867742496,1.0,0.9876016403388688,1.0,1.9352552803183065,1.0,1.7381675177353912,1.0,0.5466772356701942,1.0,2.95512876200004,1.0,1.7889731691671704,1.0,2.5253334433298362,1.0,0.5455291009652794,1.0,3.341245276839212,1.0,1.0248497450846195,1.0,2.6565626286613298,1.0,2.600390932148472,1.0,1.6929161231437335,1.0,0.7424957912338427,1.0,2.6668740558727673,1.0,2.8348059898342153,1.0,0.24716391322360698,1.0,6.640709148878578,1.0,1.6562949616539095,1.0,2.706215253818598,1.0,2.721331475583248,1.0,1.7606050096486339,1.0,2.008866595869407,1.0,2.439796917778215,1.0,2.2945746882592446,1.0,0.9359668797559022,1.0,1.1107204868912792,1.0,1.500065331910591,1.0,1.8561586677867796,0.9179999828338623,2.5463958495701102,1.0,2.541813525811843,1.0,2.09310582627825,1.0,2.6832042412011843,1.0,3.6572646882608804,1.0,1.6784188988449695,1.0
92,1.4104077424631711,1.0,3.0949022601691243,1.0,2.080733043905412,1.0,1.291565084166931,1.0,1.2626646427298003,1.0,2.2633956790627785,1.0,1.3250637720502245,1.0,0.657371280175832,1.0,0.3658551625985,1.0,2.135131377690858,1.0,0.49808131866191313,1.0,2.820966146553363,1.0,1.973460159212732,1.0,1.2381538676594117,1.0,1.3394065850218975,1.0,2.26343544197752,1.0,1.0637692418941205,1.0,1.4701136010526306,1.0,2.6881610814830723,1.0,1.0703158412356542,1.0,1.456485152687809,1.0,2.6583912428384218,1.0,1.7360025921639533,1.0,2.1298737051760166,1.0,2.6977340491605513,1.0,2.2141149473322126,1.0,0.46580790031943264,1.0,1.0929757545343814,1.0,1.3884163640637488,1.0,3.1080928831635144,0.902999997138977,2.3722167605779747,1.0,2.245014253852305,1.0,1.8131326482086572,1.0,2.7477135949730878,1.0,3.3160533771337537,1.0,1.692955994702776,1.0
93,2.154829459609265,1.0,3.037180435864826,1.0,2.879578441369477,1.0,2.583921766315087,1.0,1.4670436257998514,1.0,3.6782943057890467,1.0,0.5885448156258017,1.0,1.0121748860745414,1.0,0.3475082732827785,1.0,1.051658214440429,1.0,0.7940837487318056,1.0,0.49518178480229574,1.0,3.32046276895254,1.0,1.0656232917874828,1.0,1.272825596851351,1.0,2.364472245555045,1.0,1.443496103216075,1.0,0.7618116565136004,1.0,2.3380027801523164,1.0,2.3967605220380324,1.0,0.5853417805009127,1.0,2.8349075822678524,1.0,0.4238207168131126,1.0,2.65650334085992,1.0,2.670313839233133,1.0,2.206258824344934,1.0,0.31240518561637565,1.0,0.9488124156017316,1.0,1.3567479500629491,1.0,1.9673586353280932,0.8769999742507935,3.39761306083632,1.0,2.3950885161095816,1.0,2.324452623737432,1.0,2.720760555432977,1.0,3.393230024622578,1.0,1.7104180775471325,1.0
94,1.7679603206878292,1.0,3.9246729800073887,1.0,1.8951846875700722,1.0,1.7478147283903105,1.0,4.199162297411247,1.0,1.2831406781798889,1.0,0.42739794103386664,1.0,1.4040584033437027,1.0,0.4570098467210213,1.0,1.8494088244625744,1.0,0.9886607102540403,1.0,0.2209886874932871,1.0,0.7454830648646568,1.0,1.493446015093958,1.0,1.6683851473805196,1.0,2.5434789167595024,1.0,2.2088440415746873,1.0,1.492886499373801,1.0,1.8265291689346537,1.0,0.7618464412202605,1.0,2.1811914794097897,1.0,4.35082176146073,1.0,0.42001071414904334,1.0,2.5268052952295212,1.0,3.0122299049043364,1.0,2.375077472420624,1.0,0.3274950381303578,1.0,1.2456941839793512,1.0,1.131556450204761,1.0,,,3.2477947149284367,1.0,2.592393874394869,1.0,2.368330424581854,1.0,2.738227894095016,1.0,2.696860762107639,1.0,1.7351668507667997,1.0
95,1.7756720282322125,1.0,2.141927792135791,1.0,2.855132921599284,1.0,2.0522873314785635,1.0,2.186660696130059,1.0,1.4850875395073495,1.0,1.372555645502225,1.0,2.8309109841180193,1.0,0.8123305977248193,1.0,0.9961290077093437,1.0,0.796826831877545,1.0,1.7168532261087404,1.0,0.47526939728959455,1.0,0.5421042335196992,1.0,1.1862478661729974,1.0,4.50552182615558,1.0,1.5062642530446209,1.0,1.388778240036912,1.0,2.936982294805292,1.0,1.7343785630593966,1.0,0.4447077692147612,1.0,3.2875183649677004,1.0,1.602917964214027,1.0,2.6413415152152893,1.0,2.8763735849155436,1.0,1.8072977065221252,1.0,0.4915058494056797,1.0,1.197982470656396,1.0,1.5912589355601532,1.0,2.8511593263956603,0.925000011920929,0.9666123378151836,1.0,2.7060894294165547,1.0,2.671211335705207,1.0,2.776596837857439,1.0,1.9834603751328754,1.0,1.743621805323612,1.0
96,2.1492561184029992,1.0,1.9762174607740068,1.0,2.522337209811594,1.0,2.482312897634995,1.0,3.784526114457791,1.0,1.2202939520642768,1.0,1.4045390160637077,1.0,1.5473571016413736,1.0,0.32818439938548766,1.0,0.499223396887604,1.0,0.8292286229941904,1.0,0.6206383810239239,1.0,1.0959242674564675,1.0,0.5429963167462757,1.0,0.7979931077396405,1.0,2.9658185286958294,1.0,1.5278260033139346,1.0,1.742275810542081,1.0,3.5077156384176824,1.0,1.056234340416899,1.0,1.7370332447208487,1.0,2.9547383937335843,1.0,1.8283339410512536,1.0,2.6574410623756113,1.0,3.1973720459152024,1.0,1.6879247613564028,1.0,0.3146076922136435,1.0,0.9401712609944965,1.0,1.4651160363602567,1.0,0.7340824204406282,0.9309999942779541,1.1889839731183902,1.0,2.5174630086656644,1.0,2.688764958117363,1.0,7.0982060817279065,1.0,3.546491364715279,1.0,3.4684678727326204,1.0
97,2.273087571354445,1.0,2.2336829439394523,1.0,2.991780062662106,1.0,1.582363921129759,1.0,1.2716291673815783,1.0,2.7218092309173048,1.0,1.785574663006611,1.0,1.5289308053428736,1.0,1.1357982460298417,1.0,1.8964464172508335,1.0,1.2937499139303756,1.0,1.4864438217658809,1.0,1.4981133653447314,1.0,3.439035850113474,1.0,1.6281750249499451,1.0,0.7843867232804957,1.0,1.1230699308348364,1.0,1.3086536168996687,1.0,1.3088398456038375,1.0,1.4935915028194913,1.0,1.2156092691321423,1.0,0.9068883915871593,1.0,0.7391210329445393,1.0,0.2849993350850256,1.0,1.1224787867956079,1.0,3.728527503881064,1.0,1.362016599289527,1.0,1.2478757028067056,1.0,1.1316907583503681,1.0,1.6967529152393717,1.0,1.7737877656973458,1.0,2.5055605252146216,1.0,1.1522923540720442,1.0,2.7349755622849496,1.0,2.9728127897066843,1.0,2.1565407732193234,1.0
98,3.082416163180779,1.0,0.5992177619876048,1.0,3.0516055494157945,1.0,2.03109169720708,1.0,5.6859632429628615,1.0,7.949749502688102,1.0,11.036537433833606,1.0,8.907360331317786,1.0,3.3178208433575778,1.0,3.8070883184242117,1.0,3.35859593624172,1.0,2.1466327340372584,1.0,2.3392668532357797,1.0,3.0830383227806553,1.0,1.2065710368105784,1.0,3.975671531655239,1.0,2.501928377876658,1.0,4.648704039180347,1.0,3.836420397246517,1.0,2.7495955071710045,1.0,5.521098348390965,1.0,6.197817883691119,1.0,1.143624093111032,1.0,1.0588195907438858,1.0,2.2550799403926716,1.0,3.132259531635215,1.0,3.7405101177843685,1.0,3.5065095335189578,1.0,2.47970771513287,1.0,1.697288493594841,1.0,0.7554068714642403,1.0,2.144065987207188,1.0,2.4874779267393046,1.0,3.4111316457955265,1.0,2.338276470436548,1.0,1.8800475704041106,1.0
99,1.3689517472971047,1.0,1.532505712755016,1.0,0.2791277512052427,1.0,1.328079110698422,1.0,2.305162623084801,1.0,0.510285720122908,1.0,1.2062567957852424,1.0,2.657116244174269,1.0,2.117886042694946,1.0,0.1690249359793122,1.0,3.45320918259948,1.0,1.5622417051247368,1.0,0.5239482107707655,1.0,1.9220985713584968,1.0,0.5198774763436844,1.0,1.716889851356151,1.0,2.0345771881346453,1.0,0.691080185620176,1.0,0.6614129256751246,1.0,0.6222052966753062,1.0,1.3530209658949954,1.0,1.2225859563965402,1.0,1.1132195915275058,1.0,0.14760069616062071,1.0,2.4567508577986716,1.0,2.1794600045536225,1.0,1.609103838288448,1.0,2.8885311924287267,1.0,1.2745079199039389,1.0,0.7337199980926195,1.0,1.8742056413065211,1.0,1.609553317245511,1.0,2.6327146788743567,1.0,1.1920052616172832,1.0,0.7915590416975545,1.0,2.662766869942465,1.0
100,2.0030736157851177,1.0,2.0098371835829014,1.0,1.7084595664418865,1.0,0.9363661550513187,1.0,0.8442991416220501,1.0,1.867278797832814,1.0,1.5869778486949693,1.0,2.6084480219888144,1.0,1.6996121504833204,1.0,1.433387053344065,1.0,2.3639834804270503,1.0,1.5549889898653222,1.0,1.1259898676672346,1.0,1.4108588460167784,1.0,2.49467889083064,1.0,1.772503582811174,1.0,1.1490904978006276,1.0,2.5394753261456753,1.0,2.2149991275298992,1.0,1.9059312352267144,1.0,1.1292756410727443,1.0,1.412377830965833,1.0,1.1055514989047885,1.0,1.2617305357927053,1.0,1.240984456719041,1.0,2.6508424010295135,1.0,0.3945077016889175,1.0,0.5712415879862849,1.0,1.4892405144182135,1.0,0.6836921935823348,1.0,1.712423651042002,1.0,1.1636313812754184,1.0,0.9500838995907092,1.0,0.9000179802982932,1.0,1.7976514797320498,1.0,0.8439595740571231,1.0
